"","sensor_index","pm2.5_cf_1_a","latitude","longitude"
"658",9244,10.399,33.96143,-117.6786
"659",92539,7.192,34.029198,-118.46779
"660",9274,8.238,34.133804,-118.47423
"661",9336,4.635,33.76369,-117.4976
"662",9340,3.873,33.718006,-117.42663
"663",9348,34.999,34.09805,-117.49094
"664",9352,6.241,33.73678,-117.446526
"665",9376,10.173,33.784843,-117.50535
"666",93891,18.953,33.781174,-118.3147
"667",94033,18.218,34.19356,-119.2099
"668",94291,45.665,33.7651,-118.12981
"669",94345,1.698,34.13813,-118.009186
"670",94397,28.424,34.067818,-118.25429
"671",94451,9.166,34.06028,-118.340225
"672",94623,5.15,33.915825,-117.847916
"673",95051,35.635,33.757412,-118.12206
"674",95367,20.45,34.13815,-118.00926
"675",95829,11.006,34.299397,-118.85565
"676",96163,4.899,34.00696,-118.80738
"677",96243,14.792,34.02364,-118.289246
"678",96273,7.29,34.078327,-118.46884
"679",96423,14.162,34.110096,-118.266495
"680",96487,36.787,34.12905,-118.16779
"681",96611,23.927,34.162804,-118.10349
"682",96771,74.995,33.827248,-118.175415
"683",96837,35.368,34.110126,-118.21719
"684",96903,8.453,34.225033,-118.50938
"685",96935,9.604,33.752266,-118.32161
"686",97025,3.359,33.798706,-118.40046
"687",97109,5.774,33.590275,-117.21733
"688",97371,12.61,33.597713,-117.733864
"689",97411,5.494,34.04771,-118.51639
"690",97711,61.747,33.882668,-118.16321
"691",98159,8.037,34.2283,-118.50225
"692",98173,9.512,34.18783,-117.40002
"693",98179,76.91,34.10715,-118.20404
"694",98643,11.623,34.255367,-118.42416
"695",98725,78.242,33.864075,-118.25733
"696",98775,68.529,33.86035,-118.25132
"697",99139,27.818,34.227432,-118.37013
"698",99315,17.708,34.135406,-118.21423
"699",99345,11.681,34.229027,-118.4006
"700",99423,6.015,34.228527,-118.3938
"701",10204,8.652,33.72064,-117.41661
"702",10874,10.538,34.154896,-118.56879
"703",11658,2.712,34.22814,-118.84939
"704",12032,6.722,33.486786,-117.7024
"705",12064,21.541,33.83429,-117.54079
"706",12216,24.758,33.770374,-118.08684
"707",12272,46.465,34.082874,-118.189514
"708",12669,8.534,33.7959,-118.34845
"709",12743,8.28,34.27632,-118.68369
"710",12865,14.499,34.136147,-117.65941
"711",13967,11.957,34.10658,-118.32689
"712",14489,11.32,33.810497,-118.380844
"713",14859,20.354,34.042713,-118.47522
"714",15237,2.372,33.571865,-117.67552
"715",15901,7.258,34.14978,-118.383026
"716",15975,5.649,33.820885,-117.13215
"717",9382,6.226,33.762123,-117.499565
"718",9386,14.54,33.79931,-117.52976
"719",9390,10.709,33.719944,-117.42265
"720",9398,8.006,33.746395,-117.46041
"721",9408,7.707,33.73609,-117.44975
"722",9472,31.243,33.77218,-118.09454
"723",9594,7.816,34.25239,-119.14318
"724",9678,3.811,33.81009,-118.372284
"725",9826,13.052,33.81016,-118.37255
